Aluguel,Extras,Localização,Tamanho,Quartos,Banheiros,Link,Bairro
R$ 1.700 /mês,350.0,"Lagoa Nova, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-36m2-aluguel-RS1700-id-2745246623/,Lagoa Nova
R$ 2.200 /mês,0.0,"Capim Macio, Natal - RN",68,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2200-id-2687059615/,Capim Macio
R$ 2.199 /mês,0.0,"Capim Macio, Natal - RN",68,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2199-id-2737579917/,Capim Macio
R$ 2.200 /mês,0.0,"Capim Macio, Natal - RN",68,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2200-id-2691174178/,Capim Macio
R$ 2.200 /mês,510.0,"Rua Professora Francisca Ivone Cavalcanti, 75 - Ponta Negra, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-57m2-aluguel-RS2200-id-2745966301/,Ponta Negra
"R$ 1.480 /mês
Preço abaixo do mercado",356.0,"Lagoa Seca, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-seca-bairros-natal-com-garagem-50m2-aluguel-RS1480-id-2746881855/,Lagoa Seca
"R$ 2.900 /mês
Preço abaixo do mercado",0.0,"Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS2900-id-2744674295/,Ponta Negra
R$ 2.800 /mês,0.0,"Rua Alfredo Dias de Figueiredo - Ponta Negra, Natal - RN",61,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-61m2-aluguel-RS2800-id-2747691511/,Ponta Negra
R$ 2.700 /mês,0.0,"Avenida Presidente Getúlio Vargas, 788 - Petrópolis, Natal - RN",50,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-petropolis-bairros-natal-com-garagem-50m2-aluguel-RS2700-id-2734430237/,Petrópolis
R$ 1.550 /mês,0.0,"Rua das Algas, 6639 - Ponta Negra, Natal - RN",59,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-59m2-aluguel-RS1550-id-2723948341/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Joaquim Eduardo de Farias, 209 - Neópolis, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-neopolis-bairros-natal-com-garagem-55m2-aluguel-RS2500-id-2744052554/,Neópolis
R$ 3.000 /mês,0.0,"Rua Vereador Manoel Sátiro - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS3000-id-2728684113/,Ponta Negra
R$ 2.300 /mês,655.0,"Tirol, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-55m2-aluguel-RS2300-id-2738763588/,Tirol
R$ 900 /mês,0.0,"Rua Praia de Ondina, 2253 - Ponta Negra, Natal - RN",30,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-30m2-aluguel-RS900-id-2284215477/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Historiador Francisco Fausto de Souza, 885 - Capim Macio, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-56m2-aluguel-RS2500-id-2743290376/,Capim Macio
R$ 2.200 /mês,510.0,"Ponta Negra, Natal - RN",58,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-58m2-aluguel-RS2200-id-2745554012/,Ponta Negra
"R$ 1.350 /mês
Preço abaixo do mercado",900.0,"Avenida Praia de Ponta Negra, 9175 - Ponta Negra, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-venda-RS290000-id-2745247641/,Ponta Negra
R$ 2.300 /mês,1.0,"Rua Eletricista Elias Ferreira, 332 - Candelária, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-56m2-aluguel-RS2300-id-2747659488/,Candelária
R$ 1.302 /mês,1.0,"Avenida dos Caiapós, 3005 - Pitimbu, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-50m2-aluguel-RS1302-id-2740182140/,Pitimbu
"R$ 2.000 /mês
Preço abaixo do mercado",728.0,"Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN",75,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-com-garagem-75m2-aluguel-RS2000-id-2745246903/,Candelária
R$ 950 /mês,0.0,"Rua Rio Tatuapé, 7719 - Pitimbu, Natal - RN",75,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-75m2-aluguel-RS950-id-2741471683/,Pitimbu
R$ 1.850 /mês,0.0,"Rua Amaro Mesquita, 295 - Lagoa Nova, Natal - RN",40,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-40m2-venda-RS280000-id-2729877620/,Lagoa Nova
R$ 2.500 /mês,490.0,"Rua José Mauro de Vasconcelos, 1915 - Capim Macio, Natal - RN",78,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-78m2-aluguel-RS2500-id-2570953725/,Capim Macio
R$ 2.700 /mês,0.0,"Avenida Capitão-mor Gouveia, 1135 - Nossa Senhora de Nazaré, Natal - RN",74,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-nossa-senhora-de-nazare-bairros-natal-com-garagem-74m2-aluguel-RS2700-id-2746493751/,Nossa Senhora de Nazaré
R$ 1.400 /mês,0.0,"Tirol, Natal - RN",75,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-75m2-aluguel-RS1400-id-2746607951/,Tirol
R$ 2.799 /mês,0.0,"Rua Francisco Simplício, 145 - Ponta Negra, Natal - RN",94,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ponta-negra-bairros-natal-com-garagem-94m2-aluguel-RS2799-id-2725818391/,Ponta Negra
R$ 1.500 /mês,0.0,"Avenida Poços de Caldas, 2035 - Ponta Negra, Natal - RN",49,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-49m2-aluguel-RS1500-id-2741970383/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Doutor Manoel Augusto Bezerra de Araújo, 4896 - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS2500-id-2740317665/,Ponta Negra
R$ 1.900 /mês,500.0,"Neópolis, Natal - RN",67,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-neopolis-bairros-natal-com-garagem-67m2-aluguel-RS1900-id-2745678335/,Neópolis
R$ 1.400 /mês,0.0,"Cidade da Esperança, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-da-esperanca-bairros-natal-com-garagem-65m2-aluguel-RS1400-id-2736194520/,Cidade da Esperança
R$ 2.500 /mês,0.0,"Rua Historiador Francisco Fausto de Souza, 885 - Capim Macio, Natal - RN",54,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-54m2-aluguel-RS2500-id-2738253819/,Capim Macio
R$ 2.199 /mês,0.0,"Capim Macio, Natal - RN",68,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2199-id-2700201279/,Capim Macio
R$ 450 /mês,0.0,"Rua Laranjal - Cidade Nova, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cidade-nova-bairros-natal-35m2-aluguel-RS450-id-2747290208/,Cidade Nova
R$ 1.900 /mês,0.0,"Lagoa Seca, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-seca-bairros-natal-com-garagem-50m2-aluguel-RS1900-id-2746720955/,Lagoa Seca
R$ 2.700 /mês,0.0,"Rua Vereador Manoel Sátiro - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS2700-id-2736018316/,Ponta Negra
R$ 1.500 /mês,375.0,"Rua Joaquim Eduardo de Farias, 20 - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS1500-id-2721605915/,Ponta Negra
R$ 2.600 /mês,0.0,"Rua Altemar Dutra, 4795 - Ponta Negra, Natal - RN",40,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-40m2-aluguel-RS2600-id-2673095405/,Ponta Negra
R$ 1.487 /mês,380.0,"Ponta Negra, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-46m2-aluguel-RS1487-id-2740817299/,Ponta Negra
R$ 2.200 /mês,1.0,"Rua Praia de Camurupim, 2106 - Ponta Negra, Natal - RN",38,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-38m2-aluguel-RS2200-id-2532466703/,Ponta Negra
R$ 2.800 /mês,0.0,"Rua Senador José Ferreira de Souza - Candelária, Natal - RN",120,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-com-garagem-120m2-aluguel-RS2800-id-2739938921/,Candelária
R$ 2.200 /mês,0.0,"Rua Doutor Vicente Farache, 1 - Morro Branco, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morro-branco-bairros-natal-com-garagem-65m2-aluguel-RS2200-id-2744701417/,Morro Branco
"R$ 1.900 /mês
Preço abaixo do mercado",0.0,"Rua Desembargador Dionísio Filgueira, 770 - Petrópolis, Natal - RN",50,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-petropolis-bairros-natal-com-garagem-50m2-aluguel-RS1900-id-2693645865/,Petrópolis
R$ 1.167 /mês,700.0,"Rua Joaquim Fabrício, 248 - Petrópolis, Natal - RN",77,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-petropolis-bairros-natal-com-garagem-77m2-aluguel-RS1167-id-2727744606/,Petrópolis
R$ 2.150 /mês,0.0,"Rua José Mauro de Vasconcelos, 1915 - Capim Macio, Natal - RN",68,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2150-id-2741130474/,Capim Macio
R$ 2.200 /mês,0.0,"Capim Macio, Natal - RN",63,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-63m2-aluguel-RS2200-id-2726727553/,Capim Macio
R$ 2.400 /mês,0.0,"Travessa Alberto Maranhão, 201 - Tirol, Natal - RN",73,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-73m2-aluguel-RS2400-id-2746216406/,Tirol
R$ 1.800 /mês,0.0,"Avenida Almirante Alexandrino de Alencar, 900 - Lagoa Seca, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-seca-bairros-natal-com-garagem-50m2-aluguel-RS1800-id-2737674550/,Lagoa Seca
R$ 2.800 /mês,0.0,"Ponta Negra, Natal - RN",60,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-60m2-aluguel-RS2800-id-2742921863/,Ponta Negra
R$ 2.300 /mês,0.0,"Rua Miguel Rocha - Candelária, Natal - RN",70,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-com-garagem-70m2-aluguel-RS2300-id-2741708623/,Candelária
R$ 2.000 /mês,0.0,"Rua Meira e Sá, 134 - Barro Vermelho, Natal - RN",78,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-barro-vermelho-bairros-natal-com-garagem-78m2-venda-RS350000-id-2738613659/,Barro Vermelho
R$ 1.600 /mês,0.0,"Rua Alexandre Câmara, 1756 - Capim Macio, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-55m2-aluguel-RS1600-id-2740469806/,Capim Macio
R$ 1.500 /mês,0.0,"Avenida Poços de Caldas, 2135 - Ponta Negra, Natal - RN",45,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-45m2-aluguel-RS1500-id-2739622445/,Ponta Negra
R$ 1.600 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",48,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-48m2-aluguel-RS1600-id-2745559414/,Lagoa Nova
R$ 3.000 /mês,0.0,"Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS3000-id-2732564714/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Edson Teixeira da Silva, 270 - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS2500-id-2723165739/,Ponta Negra
R$ 1.000 /mês,400.0,"Capim Macio, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-65m2-aluguel-RS1000-id-2738914941/,Capim Macio
"R$ 1.680 /mês
Preço abaixo do mercado",0.0,"Lagoa Nova, Natal - RN",60,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-60m2-aluguel-RS1680-id-2739936138/,Lagoa Nova
R$ 2.150 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",47,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-47m2-aluguel-RS2150-id-2745247836/,Lagoa Nova
"R$ 2.600 /mês
Preço abaixo do mercado",0.0,"Rua Doutor Osvaldo Fortes do Rego, 155 - Ponta Negra, Natal - RN",67,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ponta-negra-bairros-natal-com-garagem-67m2-aluguel-RS2600-id-2738386024/,Ponta Negra
R$ 2.600 /mês,0.0,"Avenida Praia de Pirangi - Ponta Negra, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-46m2-aluguel-RS2600-id-2731544624/,Ponta Negra
R$ 2.450 /mês,0.0,"Rua Vale de Miranda, 266 - Tirol, Natal - RN",110,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-110m2-aluguel-RS2450-id-2741791510/,Tirol
R$ 2.200 /mês,0.0,"Rua Desembargador Régulo Tinoco - Barro Vermelho, Natal - RN",58,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barro-vermelho-bairros-natal-com-garagem-58m2-aluguel-RS2200-id-2731267045/,Barro Vermelho
R$ 3.000 /mês,0.0,"Rua Neuza Farache, 1971 - Capim Macio, Natal - RN",82,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-82m2-venda-RS405000-id-2722166098/,Capim Macio
R$ 2.700 /mês,0.0,"Avenida Praia de Ponta Negra, 9152 - Ponta Negra, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-35m2-aluguel-RS2700-id-2731400253/,Ponta Negra
R$ 2.500 /mês,0.0,"Capim Macio, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-55m2-aluguel-RS2500-id-2733535072/,Capim Macio
R$ 1.500 /mês,0.0,"Avenida Poços de Caldas - Neópolis, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-neopolis-bairros-natal-com-garagem-55m2-aluguel-RS1500-id-2747759530/,Neópolis
R$ 2.200 /mês,0.0,"Rua Desembargador Túlio Bezerra de Melo, 322 - Candelária, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-57m2-aluguel-RS2200-id-2746457050/,Candelária
R$ 2.500 /mês,0.0,"Rua Historiador Francisco Fausto de Souza - Capim Macio, Natal - RN",60,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-60m2-aluguel-RS2500-id-2747412718/,Capim Macio
R$ 1.070 /mês,1000.0,"Rua Desembargador Túlio Bezerra de Melo - Candelária, Natal - RN",110,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-110m2-aluguel-RS1070-id-2736143339/,Candelária
R$ 1.800 /mês,0.0,"Rua Alcindo Dias de Oliveira, 1855 - Capim Macio, Natal - RN",114,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-114m2-aluguel-RS1800-id-2737932825/,Capim Macio
R$ 2.600 /mês,0.0,"Lagoa Nova, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-56m2-aluguel-RS2600-id-2743413716/,Lagoa Nova
R$ 2.800 /mês,0.0,"Avenida Praia de Ponta Negra, 9179 - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS2800-id-2729073659/,Ponta Negra
R$ 2.200 /mês,0.0,"Rua Doutor Vicente Farache, 365 - Tirol, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-65m2-aluguel-RS2200-id-2715625801/,Tirol
R$ 1.750 /mês,0.0,"Rua Vereador Manoel Coringa de Lemos, 5000 - Ponta Negra, Natal - RN",31,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-31m2-aluguel-RS1750-id-2741690076/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Desembargador Régulo Tinoco, 233 - Barro Vermelho, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barro-vermelho-bairros-natal-com-garagem-56m2-aluguel-RS2500-id-2746458398/,Barro Vermelho
R$ 2.700 /mês,0.0,"Tirol, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-55m2-aluguel-RS2700-id-2737153617/,Tirol
R$ 1.650 /mês,0.0,"Rua Apodi, 381 - Tirol, Natal - RN",45,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-tirol-bairros-natal-com-garagem-45m2-aluguel-RS1650-id-2746451918/,Tirol
R$ 1.700 /mês,380.0,"Rua Edson Teixeira da Silva, 70 - Ponta Negra, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-46m2-aluguel-RS1700-id-2745509310/,Ponta Negra
R$ 2.750 /mês,0.0,"Rua Vereador Manoel Sátiro, 1 - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-venda-RS350000-id-2740154354/,Ponta Negra
R$ 1.600 /mês,350.0,"Lagoa Nova, Natal - RN",47,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-47m2-aluguel-RS1600-id-2746231907/,Lagoa Nova
R$ 1.200 /mês,600.0,"Lagoa Nova, Natal - RN",90,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-90m2-aluguel-RS1200-id-2743152893/,Lagoa Nova
R$ 1.900 /mês,860.0,"Ponta Negra, Natal - RN",50,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-50m2-aluguel-RS1900-id-2716573778/,Ponta Negra
R$ 1.000 /mês,366.0,"Avenida Miguel Castro, 7 - Nossa Senhora de Nazaré, Natal - RN",90,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-nossa-senhora-de-nazare-bairros-natal-com-garagem-90m2-aluguel-RS1000-id-2738115519/,Nossa Senhora de Nazaré
R$ 2.200 /mês,0.0,"Rua Desembargador Dionísio Filgueira, 777 - Petrópolis, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-petropolis-bairros-natal-com-garagem-55m2-aluguel-RS2200-id-2740130214/,Petrópolis
"R$ 1.400 /mês
Preço abaixo do mercado",0.0,"Rua Alexandre Câmara - Capim Macio, Natal - RN",72,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-72m2-aluguel-RS1400-id-2745821716/,Capim Macio
R$ 2.400 /mês,0.0,"Rua Coronel Joaquim Manoel, 625 - Petrópolis, Natal - RN",120,4 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-petropolis-bairros-natal-com-garagem-120m2-aluguel-RS2400-id-2744457251/,Petrópolis
R$ 1.750 /mês,660.0,"Tirol, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-55m2-aluguel-RS1750-id-2740966959/,Tirol
R$ 2.450 /mês,0.0,"Tirol, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-57m2-aluguel-RS2450-id-2747759644/,Tirol
"R$ 1.950 /mês
Preço abaixo do mercado",0.0,"Ponta Negra, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-50m2-aluguel-RS1950-id-2743648247/,Ponta Negra
R$ 1.650 /mês,0.0,"Lagoa Nova, Natal - RN",53,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-53m2-aluguel-RS1650-id-2745929019/,Lagoa Nova
R$ 1.800 /mês,0.0,"Rua Alcindo Dias de Oliveira, 1855 - Capim Macio, Natal - RN",114,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-114m2-aluguel-RS1800-id-2742491453/,Capim Macio
R$ 1.400 /mês,306.0,"Avenida dos Caiapós, 123 - Pitimbu, Natal - RN",49,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-49m2-aluguel-RS1400-id-2747730902/,Pitimbu
R$ 1.500 /mês,0.0,"Tirol, Natal - RN",60,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-60m2-aluguel-RS1500-id-2739521722/,Tirol
R$ 2.700 /mês,0.0,"Avenida Estrela do Mar, 2155 - Ponta Negra, Natal - RN",45,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-45m2-aluguel-RS2700-id-2691072463/,Ponta Negra
"R$ 1.950 /mês
Preço abaixo do mercado",0.0,"Rua Anfilóquio Paiva Câmara - Lagoa Nova, Natal - RN",120,4 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-lagoa-nova-bairros-natal-com-garagem-120m2-aluguel-RS1950-id-2741667953/,Lagoa Nova
R$ 2.700 /mês,0.0,"Avenida Presidente Getúlio Vargas, 788 - Petrópolis, Natal - RN",50,1 Quarto,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-1-quartos-petropolis-bairros-natal-com-garagem-50m2-aluguel-RS2700-id-2740154918/,Petrópolis
R$ 2.450 /mês,0.0,"Tirol, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-55m2-aluguel-RS2450-id-2746151819/,Tirol
R$ 1.100 /mês,0.0,"Rua Rocha Pombo, 211 - Alecrim, Natal - RN",80,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-alecrim-bairros-natal-80m2-aluguel-RS1100-id-2742840862/,Alecrim
R$ 1.750 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-36m2-aluguel-RS1750-id-2745248034/,Lagoa Nova
